dash,1792789
dg,29534
exc,1109357
san,891478
idxx,874716
bidu,1329099
msci,1408198
panw,1327567
mar,1048286
iqv,1478242
eog,821189
cdns,813672
kdp,1418135
aph,820313
cm,1045520
spg,1063761
bk,1390777
e,1002242
rop,882835
ngg,1004315
mraay,1450468
cnq,1017413
hmc,715153
cmg,1058090
carr,1783180
tt,1466258
ctas,723254
wit,1123799
orly,898173
mnst,865752
vmw,1124610
scco,1001838
dlr,1297996
a,1090872
cpng,1834584
bce,718940
epd,1061219
cnc,1071739
vnja,1532383
kmb,55785
smfg,1022837
cvna,1690820
twlo,1447669
aig,5272
aptv,1521332
stz,16918
abev,1565025
ebay,1065088
crwd,1535527
net,1477333
msi,68505
puk,1116578
atvi,718877
nem,1164727
trp,1232384
expgy,1376891
payx,723531
spot,1639920
lhx,202058
pxd,1038357
dell,1571996
trow,1113169
kkr,1404912
lyg,1160106
stm,932787
gld,1222333
hpq,47217
rsg,1060391
ctsh,1058290
tak,1395064
slb,87347
azo,866787
wba,1618921
dd,1666700
pru,1137774
vod,839923
zs,1713683
bsbr,1471055
bcs,312069
aep,4904
ph,76334
alc,1167379
odfl,878927
mpc,1510295
khc,1637459
isrg,1035267
rok,1024478
dow,1751788
bax,10456
veev,1393052
rost,745732
ntr,1725964
yum,1041061
hlt,1585689
crh,849395
gis,40704
u,1810806
epam,1352010
ppg,79879
sbac,1034054
dhi,882184
trv,86312
danoy,1048515
sre,1032208
hsy,47111
bbva,842180
afl,4977
bbd,1160330
rmd,943819
sivb,719739
itub,1132597
syy,96021
su,311337
xpev,1810997
otis,1781335
keys,1601046
gpn,1123360
mtd,1037646
codyy,1012037
frc,1132979
mfc,1086888
ferg,1832433
vrsk,1442145
mck,927653
iff,51253
fast,815556
mtch,891103
twtr,1418091
kmi,1506307
xel,72903
ea,712515
efx,33185
adm,7084
dfs,1393612
pltr,1321655
ctva,1755672
len,920760
clpby,1294325
ajg,354190
cprt,900075
biib,875045
eric,717826
wcn,1318220
anss,1013462
cbre,1138118
well,766704
sauhy,1451279
amp,820027
okta,1660134
avb,915912
nok,924613
hubs,1404655
arzgy,1379235
app,1751008
ndaq,1120193
nue,73309
tdg,1260221
kr,56873
bf-a,14693
iau,1278680
ame,1037868
awk,1410636
dltr,935703
nwg,844150
zbra,877212
stt,93751
eqr,906107
peg,788784
afrm,1820953
rkt,1805284
gold,756894
cmi,26172
wmb,107263
wst,105770
glw,24741
cht,1132924
slf,1097362
swk,93556
ibkr,1381197
lgfry,1554394
psx,1534701
mdb,1441816
mfg,1335730
phg,313216
are,1035443
pcar,75362
tu,868675
all,899051
roku,1428439
tsn,100493
bll,9389
fitb,35527
alb,915913
mt,1243429
es,72741
lyb,1489393
wltw,1140536
wy,106535
vfc,103379
mplx,1552000
hcmly,948696
ed,1047862
wec,783325
tscdy,885834
li,1791706
enph,1463101
dia,1041130
poahy,1450346
lvs,1300514
etsy,1370637
lbrda,1611983
vlo,1035002
tlk,1001807
skm,1015650
ec,1444406
lh,920148
mgddy,896076
dvn,1090012
docu,1261333
cabhf,1436647
mdy,936958
umc,1033767
oxy,797468
pcg,1004980
csx,277948
gwlif,850918
syf,1601712
exr,1289490
bgne,1651308
vrsn,1014473
on,1097864
oke,1039684
mlm,916076
cdw,1402057
vmc,1396009
it,749251
ksu,54480
tsco,916365
oran,1038143
swks,4127
rweoy,939380
beke,1809587
gww,277135
grmn,1121788
bkr,1701605
ter,97210
sgen,1060736
zto,1677250
bby,764478
lng,3570
zbh,1136869
htht,1483994
siri,908937
abc,1140859
db,1159508
eix,827052
ftv,1659166
imo,49938
payc,1590955
fmx,1061736
o,726728
uri,1067701
fnv,1456346
ir,1699150
ttm,926042
gmab,1434265
luv,92380
hrl,48465
rnecy,1246135
zi,1794515
wegzy,1445166
maa,912595
ntrs,73124
caj,16988
ckhuy,1637120
cve,1475260
dov,29905
invh,1687229
ccep,1650107
expe,1324424
hig,874766
cnhi,1567094
lyv,1335258
kmx,1170010
dal,27904
hes,4447
mkc,63754
mga,749098
bill,1786352
pins,1506293
mchp,827054
ppery,1461748
chd,313927
stx,1137789
path,1734722
baesy,895564
dre,783280
ste,1757898
mpwr,1280452
et,1276187
avtr,1722482
ryaay,1038683
ix,1070304
rprx,1802768
rci,733099
tef,814052
yndx,1513845
aee,1002910
gnrc,1474735
dte,936340
hban,49196
sui,912593
bio,12208
ccl,815097
pool,945841
hznp,1492426
ess,920522
cern,804753
ulta,1403568
cs,1159510
key,91576
tru,1552033
tw,1758730
ppl,922224
xyl,1524472
bili,1723690
expd,746515
anyyy,1700171
trmb,864749
fe,1031296
caixy,1535628
etr,65984
fts,1666175
yumc,1673358
nvr,906163
rf,1281761
k,55067
jbht,728535
wmg,1319161
pki,31791
tyl,860731
wat,1000697
clx,21076
alny,1178670
w,1616707
gib,1061574
chwy,1766502
zshgy,1495686
hal,45012
ctlt,1596783
foxa,1754301
dpz,1286681
br,1383312
mgm,789570
tdy,1094285
viac,813828
hpe,1645590
coo,711404
cuk,1125259
cfg,759944
ssnc,1402436
ntap,1002047
entg,1101302
fang,1539838
imbby,1072670
pfg,1126328
mtb,36270
dri,940944
gpc,40987
dgx,1022079
holx,859737
ttwo,946581
nice,1003935
cg,1527166
cqp,1383650
kb,1445930
burl,1579298
rcl,884887
agr,1634997
plug,1093691
snmry,1437771
bro,79282
cinf,20286
czr,1590895
hei,46619
j,52988
vtr,740260
akam,1086222
ui,1511737
wpm,1323404
splk,1353283
tech,842023
peak,765880
flt,1175454
qsr,1618756
fms,1333141
cms,811156
crl,1100682
pkx,889132
ip,51434
ce,1306830
prdsy,1527249
jhx,1159152
iex,832101
lsxma,1560385
amcr,1748790
qrvo,1604778
bxp,1037540
wdc,106040
avy,8818
dt,1773383
mas,62996
sbny,1288784
podd,1145197
wpp,806968
fds,1013237
moh,1179929
lkq,1065696
wab,943452
udr,74208
xm,1747748
nuan,1002517
ben,38777
txt,217346
bip,1406234
brtx,1505497
dish,1001082
mkl,1096343
cpt,906345
acgl,947484
xp,1787425
rng,1384905
car,723612
ally,40729
tcom,1269238
clr,732834
aes,874761
apo,1411494
shg,1263043
bldr,1316835
ptaiy,1455967
pubgy,1050952
trex,1069878
pba,1546066
sedg,1419612
asx,1122411
emn,915389
gdrx,1809519
pwr,1050915
rol,84839
lbtya,1570585
ndsn,72331
atasy,1437775
cag,23217
rkuny,1294591
bmrn,1048477
els,895417
bz,1842827
argx,1697862
ath,1527469
tsgty,939383
masi,937556
cnp,1130310
cday,1725057
evrg,1711269
lu,1816007
sqm,909037
txg,1770787
vici,1705696
vtrs,1792044
elp,1041792
ach,1161611
omc,29989
oaofy,1058255
chkp,1015922
mmex,1440799
l,60086
aap,1158449
tfx,96943
clvt,1764046
aer,1378789
zg,1617640
lnt,352541
viv,1066119
sjr,932872
phm,822416
mktx,1278021
teck,886986
fbhs,1519751
tdoc,1477449
cck,1219601
fnf,1331875
iclr,1060955
ipg,51644
sjm,91419
whr,106640
aci,1646972
snn,845982
wrb,11544
incy,879169
ual,100517
suz,909327
abmd,815094
wpc,1025378
nlok,849399
cah,721371
ptc,857005
sbhmy,1604982
amc,1411579
fmc,37785
has,46080
cboe,1374310
irm,1020569
morn,1289419
uhal,4457
eqh,1333986
vivhy,1127055
rgen,730272
ffiv,1048695
chrw,1043277
nmr,1163653
exas,1124140
mos,1285785
logi,1032975
mtn,812011
amh,1562401
cgnx,851205
ggg,42888
bntgy,1533945
hwm,4281
aos,91142
bsy,1031308
rjf,720005
mndy,1845338
jll,1037976
lumn,18926
alsmy,1062066
elan,1739104
wsm,719955
lnvgy,932477
pcty,1591698
fnd,1507079
sc,1580608
cpb,16732
otex,1002638
enia,912505
mpw,1287865
cf,1324404
lyft,1759509
cxo,1358071
lnc,59558
upst,1647639
ares,1176948
lpla,1397911
pbcry,1463157
avlr,1348036
stld,1022671
iep,813762
rpm,110621
csl,790051
rh,1528849
ldos,1336920
nvax,1000694
mhk,851968
qgen,1015820
ato,731802
mro,101778
nwsa,1564708
pnr,77360
icl,941221
lii,1069202
reg,910606
wtrg,78128
wlk,1262823
frfhf,915191
bg,1144519
kkoyy,1436794
ftch,1740915
pkg,75677
rhi,315213
brkr,1109354
gfl,1780232
sofi,1818874
kkpny,1001474
wso,105016
kep,887225
tpr,1116132
cna,21175
dkng,1772757
psmmy,1439580
znh,1041668
ts,1190723
grub,1792627
gddy,1609711
zen,1463172
emraf,1127248
fico,814547
jxhly,1487533
cchgy,1558633
alle,1579241
nly,1043219
remyy,1552653
sna,91440
trgp,1389170
aem,2809
afg,1042046
jkhy,779152
lamr,1090425
hst,1070750
iac,1800227
xray,818479
bki,1627014
cma,28412
wrk,1732845
coup,1385867
aal,6201
pton,1639825
ihg,858446
jpxgy,1600520
sci,89089
asan,1477720
tme,1744676
bah,1443646
swmay,1011218
lnegy,1437041
hubb,48898
sbysf,1783546
ssl,314590
kof,910631
glob,1557860
cien,936395
dva,927066
lea,842162
uwmc,1783398
bwa,908255
mcfe,1783317
jnpr,1043604
five,1177609
wal,1212545
ewbc,1069157
cone,1553023
disca,1437107
cube,1298675
re,1095073
hsic,1000228
uhs,352915
glpi,1575965
lsi,944314
deck,910521
ttc,737758
aseky,1450206
wfg,1402388
cacc,885550
estc,1707753
ivz,914208
gme,1326380
site,1650729
midd,769520
pcor,1611052
lscc,855658
acm,868857
hrc,47518
dar,916540
synh,1610950
cabo,1632127
zion,109380
mrvi,1823239
kl,1713443
tfii,1588823
crox,1334036
wynn,1174922
ni,1111711
ndvly,800928
dqjcy,1446597
fslr,1274494
gds,1526125
azpn,929940
rexr,1571283
knx,1492691
clf,764065
levi,94845
ctxs,877890
tap,24545
vst,1692819
frt,34903
rs,861884
rdy,1135951
mmp,1126975
erie,922621
dks,1089063
monoy,1583055
syna,817720
ua,1336917
apa,1841666
kim,879101
anet,1596532
see,1012100
ebr,1439124
cpri,1530721
mdiby,1379481
wms,1604028
jbl,898293
bery,1378992
tpl,1811074
qs,1811414
gh,1576280
prymy,1437672
oc,1370946
an,350698
nwl,814453
g,1398659
cp,16875
wsc,1647088
nrg,1013871
uelmo,100826
cea,1030475
grfs,1438569
gwre,1528396
manh,1056696
st,1477294
gl,320335
jef,96223
y,775368
dbx,1467623
arw,7536
axon,1069183
ugi,884614
ttek,831641
cms-pb,201533
bep,1533232
pags,1712807
stor,1538990
dox,1062579
teva,818686
aeg,769218
arcc,1287750
pstg,1474432
pega,1013857
pen,1321732
oln,74303
ptbry,1504122
tol,794170
armk,1584509
dseey,1481045
bld,1633931
ipgp,1111928
aa,1675149
cnxc,1803599
bj,1531152
agl,1831097
dava,1656081
vrt,1674101
slab,1038074
alv,1034670
fivn,1288847
fhn,36966
dlb,1308547
docn,1582961
bap,1001290
rl,1037038
ggb,1073404
bch,1161125
sbsw,1786909
smar,1366561
tpx,1206264
gfi,1172724
oukpy,1436786
chdn,20212
nvcr,1645113
mksi,1049502
cx,1076378
aiz,1267238
mxchy,1435969
ccj,1009001
saia,1177702
bhc,885590
tixt,1825155
ovv,1792580
agco,880266
itt,216228
hnp,929058
glbe,1835963
lad,1023128
flex,866374
bmrry,1671235
run,1469367
seic,350894
h,1468174
smg,825542
tx,1342874
open,1801169
aqn,1174169
gntx,355811
fsv,1637810
xpo,1166003
pag,1019849
egp,49600
uthr,1082554
ggmc,1818880
phys,1477049
wix,1576789
bsac,1027552
lw,1679273
zayo,1608249
tndm,1438133
faf,1472787
agnc,1423689
rnr,913144
wes,1423902
cold,1455863
psxp,1572910
airc,1820877
fr,921825
lpx,60519
accyy,1049183
che,19584
leco,59527
gil,1061894
chh,1046311
fybr,20520
cfr,39263
cib,1071371
m,794367
au,1067428
ntra,1604821
nnn,751364
wf,1264136
vno,899689
thc,70318
cbsh,22356
atr,896622
dnb,1799208
mp,1801368
nclh,1513761
hllgy,1674534
krc,1025996
dxc,1688568
fcnca,798941
ntla,1652130
glpey,1385535
yeti,1670592
omcl,926326
coty,1024305
osk,775158
penn,921738
bsmx,1698287
edr,1766363
bak,1071438
wh,1722684
nbix,914475
voya,1535929
osh,1564406
acc,1283630
axta,1616862
tsp,1823593
pnw,764622
kss,885639
asnd,1612042
lite,1633978
lfus,889331
plnt,1637207
nyt,71691
bc,14930
amba,1280263
ori,74260
nlsn,1492633
hii,1501585
phi,78150
foxf,1424929
csan,1430162
medp,1668397
rba,1046102
jsgry,1442656
wu,1365135
pltk,1828016
hta,1360604
mat,63276
pbct,1378946
oled,1005284
bfam,1437578
dci,29644
arwr,879407
cor,1490892
azek,1782754
miufy,1447113
sf,720672
pnfp,1115055
bokf,875357
pvh,78239
usfd,1665918
oge,1021635
ozon,1822829
jhg,1274173
hun,1307954
ffin,36029
wb,1595761
ayi,1144215
eslt,1027664
stag,1479094
adt,1703056
brx,1581068
ksryy,1668501
stwd,1465128
skx,1065837
cae,1173382
cvac,1809122
iivi,820318
asai,1834048
slv,1330568
pe,1594466
byd,906553
isday,1224306
rga,898174
snv,18349
srpt,873303
jazz,1232524
cwen,1567683
amg,1004434
mrtx,1576263
atus,1702780
pegry,1455633
ntnx,1618732
hli,1302215
bncdy,1667075
asgn,890564
krnt,1625791
vac,1524358
ppc,802481
eme,105634
slfpy,1370418
mbt,1115837
wwd,108312
exp,918646
rcm,1472595
lstr,853816
legn,1801198
lpl,1290109
omf,1584207
pb,1068851
casy,726958
mtz,15615
znga,1439404
gmed,1237831
bmbl,1830043
iaa,1745041
colm,1050797
rlx,1828365
kgc,701818
bhvn,1689813
plan,1540755
pac,1347557
paa,1070423
ccoey,1551467
wk,1445305
ohi,888491
nxst,1142417
aemmy,1437776
pii,931015
nvst,1757073
post,1530950
futu,1754581
cohr,21510
rgld,85535
gbtc,1588489
dooo,1748797
curlf,1756770
dsgx,1050140
ingr,1046257
ntco,1776967
nep,1603145
swch,1710583
newr,1448056
alk,766421
algm,866291
expo,851520
wts,795403
kbr,1357615
vips,1529192
gwr,1012620
bpop,763901
chng,1756497
vvv,1674910
nvt,1720635
ash,1674862
swav,1642545
sam,949870
gps,39911
tnet,937098
stn,1131383
pso,938323
furcf,1559444
caci,16058
eeft,1029199
rpd,1560327
zlab,1704292
wcc,929008
reyn,1786431
ehc,785161
cigi,913353
shc,1822479
chk,895126
gpk,1408075
pmcb,1157075
kt,892450
gt,42582
vlpny,1378984
cfx,1420800
bl,1666134
uso,1327068
txrh,1289460
pfgc,1618673
fsk,1422183
iipr,1677576
gtls,892553
sgms,750004
x,1163302
cybr,1598110
aval,1504764
zim,1654126
hbi,1359841
son,91767
chpt,1777393
ubsfy,1446702
cr,25445
asr,1123452
lysdy,1444327
woof,1826470
insp,1609550
pri,1475922
hele,916789
cbl,910612
slm,1032033
novt,1076930
rrr,1653653
ozk,1569650
mgp,1656936
wex,1309108
qdel,353569
bepc,1791863
sid,1049659
hayw,1834622
dei,1364250
mituy,1446420
msa,66570
altr,1701732
cuz,25232
mdu,67716
esi,1590714
lspd,1823306
trup,1371285
timb,1826168
amkr,1047127
eqt,33213
snx,1177394
smtc,88941
nycb,910073
mstr,1050446
nati,935494
ssd,920371
nfg,70145
hog,793952
vir,1706431
bpmc,1597264
vly,714310
leg,58492
sitm,1451809
stne,1745431
crsp,1674416
orcc,1655888
ufpi,912767
evr,1360901
hlne,1433642
tho,730263
aqua,1604643
mxl,1288469
trno,1476150
ssb,764038
ida,1057877
awi,7431
flo,1128928
cw,26324
iart,917520
bcpc,9326
gbci,868671
irdm,1418819
cc,1627223
bbio,1743881
src,1308606
ryn,52827
srcl,861878
tv,912892
drvn,1804745
vmi,102729
vrns,1361113
ar,1433270
dnli,1714899
dcp,1338065
clh,822818
ncr,70866
pacw,1102112
powi,833640
nov,1021860
crct,1828962
tkr,98362
hfc,48039
achc,1520697
vnt,1786842
grp-un,1564538
rare,1515673
esgr,1363829
amed,896262
mtsi,1493594
exel,939767
spt,1517375
qlys,1107843
fsr,1720990
vg,1272830
amn,1142750
nrz,1556593
dds,28917
ncno,1566895
gshd,1726978
virt,1592386
hhc,1498828
abcm,1492074
hri,1364479
lazr,1758057
roll,1324948
man,871763
atkr,1666138
slg,1040971
crus,772406
ely,837465
nfe,1749723
vicr,751978
seas,1564902
igt,1619762
expi,1495932
mime,1644675
tfsl,1381668
coke,317540
rog,84748
jbt,1433660
al,1487712
anat,1801075
umbf,101382
apps,317788
avnt,1122976
wtfc,1015328
tenb,1660280
shi,908732
fcn,887936
adrzy,1436467
musa,1573516
spsc,1092699
halo,1159036
dv,1819928
bb,1070235
ab,825313
pdce,77877
sigi,230557
paas,771992
rli,84246
wen,30697
fate,1434316
unm,5513
appn,1441683
mlco,1381640
cit,1171825
esnt,1448893
hcm,1648257
prgo,1585364
mtg,876437
psb,866368
cdk,1609702
wing,1636222
tmx,1428875
nsa,1618563
angi,1705110
negg,1474627
wbs,801337
atc,1762459
knsl,1669162
celh,1341766
sbs,1170858
saic,1571123
gtbif,1795139
arvl,1835059
pinc,1577916
apg,1796209
icui,883984
adc,917251
thg,944695
focs,1651052
stl,1070154
mms,1032220
wd,1497770
diod,29002
mgy,1698990
fsly,1517413
gtes,1718512
pzza,901491
alit,1809104
unvr,1494319
tdc,816761
msm,1003078
cwk,1628369
slgn,849869
fvrr,1762301
sum,1621563
beam,1745999
sky,90896
ubsi,729986
cri,1060822
rvlv,1746618
nea,1195737
rrc,315852
pfsi,1745916
cig,1157557
prft,1085869
laz,1311370
por,784977
am,1623925
hiw,921082
chx,1723089
exls,1297989
sig,832988
bwxt,1486957
sndr,1692063
fl,850209
opch,1014739
onto,704532
hr,899749
pacb,1299130
cano,1800682
rhp,1040829
mth,833079
swi,1739942
cixx,1829948
bxmt,1061630
frpt,1611647
jblu,1158463
chffy,1601994
bcucy,1581285
seb,88121
shlx,1610466
ttd,1671933
four,1794669
mtdr,1520006
lxp,910108
he,354707
tnl,1361658
adnt,1670541
shmay,1555379
qtwo,1410384
hasi,1561894
axs,1214816
tmhc,1562476
aeo,919012
ayx,1689923
cns,1284812
shls,1831651
tgna,39899
sfbs,1430723
neog,711377
ensg,1125376
pk,1617406
upwk,1627475
kod,1468748
kbh,795266
bhf,1685040
sail,1627857
r,85961
dufry,1546354
umpq,1077771
staa,718937
nsp,1000753
ocdx,1828443
ora,1296445
hgv,1674168
nomd,1651717
ccmp,1102934
hxl,717605
fele,38725
kwr,81362
ameh,1083446
mur,717423
calx,1406666
upchy,1447772
spr,1364885
hrb,12659
sfrgy,1571549
pgny,1551306
lhcg,1303313
bkh,1130464
env,1337619
den,945764
wns,1356570
goos,1690511
appf,1433195
hwc,750577
cwst,911177
rdfn,1382821
kfy,56679
etrn,1747009
lanc,57515
fn,1408710
sqsp,1496963
lthm,1742924
safm,812128
box,1372612
ions,874015
sxt,310142
cert,1827090
carg,1494259
spb,109177
figs,1846576
aaon,824142
sdipf,1562040
amrc,1488139
klic,56978
fizz,69891
task,1829864
ay,1601072
ful,39368
ibp,1580905
bynd,1655210
lesl,1821806
bzzuy,1437774
edu,1372920
cere,1805387
sstk,1549346
twst,1581280
msgs,1636519
golf,1672013
ttec,1013880
athm,1527636
spwr,867773
be,1664703
xrx,1770450
aso,1817358
flyw,1580560
frhc,924805
alrm,1459200
allk,1564824
comp,1563190
fls,30625
cnmd,816956
pch,1338749
lcii,763744
imab,1778016
livn,1639691
dsey,1831617
hlf,1180262
shoo,913241
cmc,22444
psth,1811882
cbu,723188
lac,1440972
tsem,928876
swx,1692115
iq,1722608
homb,1331520
mara,1507605
rdn,890926
si,1312109
ait,109563
sem,1320414
msp,1724570
chgg,1364954
abcl,1703057
vne,1733186
trtn,1660734
bldp,1453015
dada,1793862
btg,1429937
doc,1574540
yy,1530238
aciw,935036
safe,1688852
lgih,1580670
taipy,1716957
dbrg,1679688
orryy,1641431
abg,1144980
mdc,773141
unf,717954
hain,910406
nari,1531048
vsbc,1697884
tuya,1829118
pnm,1108426
eye,1710155
avt,8858
tlry,1731348
njr,356309
nkla,1731289
ebc,1810546
neo,1077183
becn,1124941
adpt,1478320
blkb,1280058
ogs,1587732
bku,1504008
fnb,37808
auy,1264089
hpp,1482512
cef,1726122
knbe,1664998
nvg,1090116
sim,887153
rezi,1740332
adgi,1832038
wwe,1091907
hi,1417398
cgc,1737927
sun,1552275
cade,1299939
ssrm,921638
jamf,1721947
viav,912093
iijiy,1090633
rsi,1793659
bbu,1654795
out,1579877
cim,1409493
bnl,1424182
dct,1160951
lob,1462120
sm,893538
navi,1593538
crc,1609253
kc,1795589
boot,1610250
alsn,1411207
isbc,1594012
gatx,40211
mc,1596967
jbgs,1689796
spce,1706946
acad,1070494
gpi,1031203
nni,1258602
swn,7332
mac,912242
nvmi,1109345
matx,3453
ads,1101215
neu,1282637
trip,1526520
sono,1314727
bmch,1574815
mnso,1815846
awr,1056903
zh,1835724
ppbi,1028918
ccoi,1158324
nova,1772695
nsit,932696
flow,1641991
alks,1520262
mmsi,856982
lfst,1845257
vzio,1835591
dorm,868780
apam,1517302
coop,933136
smpl,1702744
evtc,1559865
trox,1530804
lope,1434588
jteky,1446661
fhi,1056288
fhb,36377
egfey,1437178
sklz,1801661
aple,1418121
brp,1781755
ai,1577526
cwt,1035201
cour,1651562
qfin,1741530
epr,1045450
aimc,1374535
sana,1770121
fix,1035983
caty,861842
crvl,874866
hqy,1428336
psn,275880
arvn,1655759
olo,1431695
kex,56047
kmpr,860748
swtx,1773427
ajrd,40888
krtx,1771917
hypmy,1486749
arnc,1790982
atco,1794846
act,1823529
cwh,1669779
rcii,933036
abcb,351569
algt,1362468
ago,1273813
azihy,1533475
jobs,1295484
flr,1124198
asb,7789
dnp,806628
apls,1492422
vnom,1602065
wbt,1650962
nad,1083839
ael,1039828
pay,1841156
six,701374
boh,46195
enlc,1592000
ax,1299709
ale,66756
jwn,72333
bpxxy,1567024
qrtea,1355096
mli,89439
hlio,1024795
lkncy,1767582
form,1039399
aeis,927003
ens,1289308
tph,1561680
psec,1287032
ramp,733269
nvta,1501134
sr,1126956
tal,1499620
glpg,1421876
atrc,1323885
me,1804591
sfnc,90498
wdfc,105132
dan,26780
cpa,1345105
eprt,1728951
bco,78890
rmbs,917273
olli,1639300
lgf-a,929351
rxrx,1601830
sgfy,1828182
sitc,894315
vrnt,1166388
vc,1111335
tkc,1071321
kw,1408100
tbk,1539638
bmi,9092
dq,1477641
cbt,16040
exg,1379438
tex,97216
arna,1080709
fwrd,912728
ostk,1130713
shak,1620533
eaf,931148
vsat,797721
simo,1329394
nmrk,1690680
sfm,1575515
omi,75252
wern,793074
cnx,1070412
cno,1224608
jw-a,107140
mntv,1739936
cnne,1704720
wtm,776867
trn,99780
veon,1468091
insm,1104506
cvlt,1169561
cpg,1545851
pci,1558629
acva,1637873
csgp,1057352
eqc,803649
unit,1620280
abm,771497
pack,1712463
migi,1218683
tcnnf,1754195
ipar,822663
ofc,860546
tmbby,1531740
ngvt,1653477
ibtx,1564618
kmt,55242
ccu,888746
tigo,912958
vsh,103730
nvro,1444380
sgry,1638833
swim,1833197
ktb,1760965
main,1396440
trq,1158041
ugp,1094972
cyrx,1124524
cbrl,1067294
rusha,1012019
unfi,1020859
gef,43920
meoh,886977
urbn,912615
ulcc,1670076
zntl,1725160
csq,1275214
bstz,1768666
ucbi,857855
bios,1856653
aagh,1098009
rcus,1724521
ghc,104889
ahco,1725255
tcbi,1077428
pjt,1626115
joe,745308
frog,1800667
mmyt,1495153
onb,707179
mcy,64996
itri,780571
drna,1399529
cvco,278166
ftdr,1727263
itci,1567514
whd,1699136
pd,1568100
sbra,1492298
psfe,1833835
crnc,1768267
albky,902102
fti,1681459
iova,1425205
hubg,940942
dy,67215
tac,1144800
nwe,73088
prg,1808834
eva,1592057
brfs,1122491
peb,1474098
door,893691
lc,1409970
erj,1355444
pbh,1295947
fun,811532
ava,104918
bipc,1788348
fbp,1057706
ain,819793
agi,1178819
sabr,1597033
bigc,1626450
hhr,1721181
enic,1659939
mant,892537
ccs,1576940
ag,1308648
cvbf,354647
bdc,913142
aub,883948
arcb,894405
ifs,1615903
mgee,1161728
hth,1265131
rxt,1810019
ddd,910638
fold,1178879
ihrt,1400891
itgr,1114483
pdco,891024
sji,91928
ottr,1466593
jjsf,785956
abr,1253986
zip,1617553
lpro,1806201
lmnd,1691421
brc,746598
prmw,884713
hl,719413
wor,108516
spxc,88205
thrm,903129
irtc,1388658
usm,821130
mpln,1793229
yelp,1345016
erf,1126874
scl,94049
enr,1632790
